text,label
"I've been telling everyone about this book for the last week (which is about how long it took me to read/listen to it). 
 It's SO MUCH FUN. 
 It's a geek's perfect adventure story, full of math and science problem solving, space travel, and disco-bashing. 
 Is it high literature? Absolutely not. But is it a fast-moving thinking reader's adventure? It sure as shit is. 
 I wouldn't normally give a book like this a five-star rating--a book with a couple of big problem areas (frequently corny dialogue in the form of Watney's first person log entries; some point-of-view liberties taken by Weir)--but it's just SO MUCH FUN. 
 The corny dialogue is much easier to deal with in the audiobook medium. The narrator, R.C. Bray, embodies this stranded astronaut using the log entries as his only conversation with the outside world. Bray also does a good job with an international cast of characters, although I could have done without the Mexican-American accent for Martinez and the vaguely Chinese accent for Ng--these felt totally unnecessary and walk a fine line between character-specific and racist. 
 But as a whole package, Weir's got an exciting story, great sense of pace, and a terrific grasp of the science. And it's SO MUCH FUN.",analysis
"**spoilers about characters** 
 Among the things that I like about Paul Cornell's supernatural police-procedural (aside from the fact that it's a supernatural police-procedural) are these: 
 1. The team of four police officers are honest with each other 
 Why is this important? Because it's refreshing that a book of any kind has so many characters who are truthful about their pasts and about who they are. They were up-front, trusted each other, and then got down to the business of fighting witchy crime. That's cool. 
 2. There was no sexual tension among any of the main characters 
 The four protagonists are near to siblings by the end of the book, and it was so nice that there was no ""will they, or won't they?"" dilly-dallying around. They just got down to the business of fighting creepy crime. Again, super cool. 
 3. The main characters were diverse 
 This applied not only to their skin color--two of the men are black--but also to sexual orientation. The only romantic relationship, aside from Quill's marriage, is between Sefton and Joe. It was nice to have a central romance between two gay men. It was so normal that Sefton was able to be with Joe in a healthy new relationship and then get down to the business of fighting supernatural crime. Totally cool. 
 Damian Lynch does a great job of narrating this. I'm looking forward to Cornell's next book about this group.",analysis
"This book was on a Flavorwire list of books you won't be assigned in high school, so I decided to check it out. 
 And it's interesting. It's not quite what I expected, but I'm glad I read it. The story merges a post-apocalyptic future with a Caribbean voodoo context, and the characters are multi-generational and well written. The dialect wasn't fun to read, but I'm glad I listened to it rather than read it because the narrator, Peter Jay Fernandez, did a much better job than I ever could have done in my head. 
 I plan to recommend it to my creative writing students, who love this genre but don't have much experience drawing characters and integrating conflict and the world they've created.",analysis
"This book is a sophisticated and complex finale to a rich and well developed page-turner of a series. It's easy to see why the story has sparked so much controversy, but it's such a worthy read for young people and adults alike. 
 The audiobooks were read by Pullman himself, doing the omniscient narrator (a perfect example of that narrative point of view that I'll give to my students) and a full cast of characters, all of whom were great. There was a different reader for Will in this book, and the actor's voice was quite a bit deeper than the actor's voice in The Subtle Knife. It threw me off a bit at the beginning, but I got used to it quickly enough. Just make sure you have all of them downloaded, because as soon as you finish one, you'll want to start the next ASAP.",analysis
"I'm so glad I finally read this, and I can't wait to read the next two in the triology. Pullman's wonderful fantasy gives us a terrific young female protagonist, Lyra, who I wish I'd had to look up to as a literary role model when I was a kid. She's fearless and smart, and a bit of a liar, but she's not at all guilty about that, which I kind of love. 
 Pullman creates a world rich with adventure, magic, and danger; it's the world every young reader should dive into again and again (and it's also the kind of world that would set conservative folks on edge, which is why this series makes the list of ALA's banned & challenged books [and that gives me yet another reason to love it!]). 
 Pullman also narrates this audiobook, along with a full cast of characters. They're all terrific and the variety of voices gives additional substance to an already good book. I have a feeling that the next book will get us deeper into the religious aspect of ""dust"" and the forces trying to destroy it. And I just can't wait.",analysis
"** spoiler alert ** 
 I haven't has as visceral an experience with an audiobook since I listened to Scott Smith's The Ruins. I spent the first half of this book getting to know a dozen likable, eclectic characters and the second half yelling at the car radio and gripping the steering wheel like it was a cut glass doorknob and I was swinging into space. 
 The story works on a few different levels, and they're pretty much all successful. The characters living in the Kavach building (or at least the ones we're introduced to; I don't agree with Clines's decision to add more names of residents we haven't met. Why not just limit it to those playing a role in the story?), are relatable and layered in mysteries of their own. The Kavach building is certainly a mystery to be solved, but I had no clue as to what was waiting for me on the other side of room 14. Clines's story is a bit of House of Leaves, a dash of hard science fiction, and just enough fantasy (the squales, good god, the squales) to scare the pants off of me. 
 I scanned a review that was likening it to Lost, and while I loved the first couple seasons of that show, I think it would be a disservice to compare 14 to something that wasn't well thought through. Clines has a nice complexity without being overly contrived, and it's clear from the beginning that he knows exactly where he is (and you are) going, even if you don't have a clue. It's his ride, and I loved being on it. 
 The narrator, Ray Porter, was great. He worried me during the first ten minutes--I thought he might a little too Hollywood. But he was actually perfect and did great voices for a variety of characters, some with accents. 
 Read this and have a damn good time.",analysis
"(This is only a review of Something Wicked This Way Comes. Please add one half star.) 
 Bradbury's tale of adolescence and aging, curiosity and fear is poetic and frightening, frequently at the same time. Will and Jim, two teenagers, are fascinated when a circus rolls into their small town, so they creep out to investigate it before opening day. And they make an awful discovery that sets the story in motion. 
 As they uncover more mysteries and more grotesque characters, the boys are always walking a fine line between bravery and fear. Their relationship is so pure and perfect and reminds me very much of the young men Stephen King sometimes writes (I'm thinking specifically of ""The Body""). Bradbury captures them, and what they represent, perfectly. 
 The more developed relationship, though, is between Will and his father, who is the janitor of the town's library (of course there's a library; it's Bradbury, after all). Will eventually comes to depend on him more and their father-son bond thickens over the course of the story. I do wish that Bradbury had not left Jim and Will's friendship on the wayside, because it was so nicely started. I also felt that the hopelessness of youth--especially the frequently ignored youth--could have been further exploited to raise the tension and anxiety in the story. 
 But it's a creepy tale and perfect to get some of those pre-Halloween heebie jeebies.",analysis
"This installment was a great end to the series. The way Collins considers and details the social and political world she has created made this a series not just for kids, but for adults, too. This is a story about growing up, but it's also a story about power, battle, and compromise, which are topics not always done so interestingly in young adult or children's literature. 
 Collins never talks down to her audience, but she never talks above them, either. It's amazing how she is able to make war and betrayal so relevant to her twelve year old protagonist, and it's due in large part to the complete and complex world she's created. 
 And without spoiling anything, I can say that although I'd hoped for another kind of ending, I knew how unrealistic my hopes were and I think Collins finished the book--and the series--perfectly. This really is a great adventure for all readers.",analysis
"Because of the abrupt ending and an unfinished story obviously contingent upon the final book, it's hard to review this one by itself. 
 There are some new and interesting characters, the start of another dangerous adventure, and Gregor continues to exhibit bravery and maturity beyond his years. Boots is getting a bit more irritating with age (or with her inability to understand the seriousness of...well, of anything), but it's not a sticking point. 
 I have the last book cued up on my iPhone and will start it first thing in the morning. There will be a much longer review once I've finished the series.",analysis
"I read about this book in an article on the NPR website about ""100 Best Ever Teen Novels."" I was looking for something to read with my 17-year old mentee, who is into manga and anime, and likes books in the fantasy genre. So, instead of going with something tried and true that I knew was good, I thought we could try something I hadn't read and that she might like. Hey, NPR endorsed it, so it's got to be good, right? 
 Wrong. 
 My mentee, Angelica, liked it because the young protagonist, Clary, is brave and smart. And yes, she is, but I felt at times that she was a little too smart, especially when she was trading flirty barbs with Jace, the hero of Clare's story. Jace and Clary are in a constant back-and-forth of precocious verbal jabs. They ""hate"" each other at first, but of course it's obvious to the reader that they will, eventually, end up in each others' arms. 
 In addition to having a problem with two teenagers having unrealistic ""witty"" banter at every turn of the page, I also have a problem with the pacing with which Clare has laid out the world of her story. I felt rushed into the history, and it all felt a little too complex: the weapons, the other-worldly names for everything, the people involved...It just felt like too much, too quickly. I'd have preferred that she sprinkle the more complex elements of the magic and the fantasy throughout her almost 500 page first book, and perhaps stretch it into a series of four if she needed more room. Instead, Clare relegates her characters to reciting paragraphs of clunky dialogue exposition whenever we need a dose of history or plot catch-up. 
 Now, it's better than Twilight--no doubt, by a long shot--and Clare definitely has talent as a writer. Her literary and artistic allusions were interesting, even if they were years beyond her intended audience. You might read it and like it more than I did, or you might not. But if you'd like to give it a try, I've got the whole series in a box set that I'll give you. For free.",analysis
"Collins has produced another solid book about Gregor, his friends down in the Underland, and his family. The adventure this time opens up more about his family and introduces more Underland characters. And Gregor is growing up: literally, by having his twelfth birthday, and figuratively by taking on more responsibility, having much more at stake, and seeing more of his comrades-in-arms die fighting. 
 I am thrilled that there are two more of these books, and I'll be listening to them as soon as I can.",analysis
"I started this just hours after I finished the first, and as soon as I get on the train tomorrow, I'll be starting the third. 
 The story builds perfectly upon Gregor the Overlander and the characters--well developed over the course of the first book--develop and grow seamlessly over this second installment. The action is even better in this book, and Gregor comes into his own. Collins has written created a sympathetic boy who is a do-gooder but not a goody-two-shoes. 
 I really appreciate, too, Gregor's family. Although the Underland world is rich and fantastic, the real world of a lower class family struggling to make ends meet is realistic and relatable. 
 And I've got to add something that I forgot to mention in my GTO review: because of this series, I've never before hated cockroaches less than I do now. In fact, they're almost okay. 
 Narrator Paul Boehmer is solid again, although his Ripred sounded off from the first book. Luckily, the rat isn't in this book much, but I hope Boehmer gets back to that original Ripred voice for the next one.",analysis
"This was the perfect book to listen to while commuting. The story is terrific, the action is exciting, and the characters are interesting, specific, and likeable. It's pretty violent for a children's book, but it's never gratuitous and, because of the fantastic nature of the Underland world, it goes down pretty easily (who wouldn't want to see an evil 10-foot rat get schooled by an 11-year old kid from New York?) 
 I was worried at first about Boots's dialogue getting overly adorable. It's got to be nearly impossible to do a two-year old voice without being too repetitive or too saccharine cute. But Collins hit the mark with her tone and the narrator, Paul Boehmer, nailed it home.",analysis
"Before reading this, I'd only read on book by Butler (Kindred, in high school), and this one sounded so interesting; I was especially intrigued when I learned that this was the last book she wrote before she passed away. But I was disappointed and, overall, pretty creeped out. Actually, not ""pretty"" creeped out. Really. Really creeped out. 
 And here's why: 
 The main character, Shori (called Rene at the start of the book before she learns who she is) is a fifty-something year old vampire creature who *looks* like an eleven year old girl. And the first character she gets involved with is a hairy twenty-three year old guy. And they get involved. It's beyond uncomfortable. I paused the audiobook after the first hour and realized that I'd been grimacing for twenty miles of my commute. My face hurt. 
 Now, Butler explains this relationship and others through an original twist on the vampire myth, the effects of vampire venom, and unconventional physical aging, but the fact is that this character looks like a child and throughout the book she's having sex with human adult characters in addition to feeding off of them in a highly sexualized way. 
 After I got over that (but let me be frank: I never got over it; in fact, I'm grimacing right now just thinking about it) I tried to get into the actual story. Butler brings up important and interesting themes of race, fear of the ""other,"" family, community, and mortality. Interesting themes yes, but the story itself couldn't keep my attention. The plot was slow, there were about two dozen more characters than were necessary (and none of them were well developed, just described in detail by Butler), and the courtroom drama aspect during the last portion of the book was dull as dishwater. And it wasn't supposed to be. 
 Nothing in this story felt immediate or relevant. Maybe it was the style, the fact that the characters and the communities they lived in were so removed from ""normal"" human society, or the narrator (Tracey Leigh) who had to read about fifty character voices, some of them with accents, and forty-eight of them awkward. And I'm sure a lot of people really liked this book. I just wasn't one of them.",analysis
"This is a magnificent book. Celia herself says it best when she's talking about the circus and calls it a wonder, a comfort, and a mystery. Morgenstern creates an atmosphere so rich that it almost seems to hover in the air as you read it, wafting scents of caramel apples and chocolate covered popcorn. In fact, it's easy to forget that this is an actual work of fiction that has been written by a real person, since it is so tangible and, really, a story of a story (which will make sense if you read it). The characters are wonderful, the story is both a mystery and a history of a group of people--a family in most every way--and it makes me wish that all of it were real (or almost all of it...). This book will make everyone a reveur. 
 If you're considering reading this (and you should), definitely consider listening to the audiobook. Jim Dale has the perfect voice for this book--he's got that sound that makes you feel as though you're curled up on the couch by a fire, wrapped in cozy blanket, while your favorite uncle tells you a really great story. Dale also doesn't muck it up by reading Bailey, a Massachusetts native, with an American accent. This will definitely be an audiobook I come back to again and again (in fact I finished it with ten minutes left on my commute to work, so I just started it again).",analysis
"I have been ""reading"" this book for about a month, and I put ""reading"" in quotes because I can barely get through a few pages at a time before I get anxious and angry and toss it back down on the table. I have decided, finally, to give this one up. And here's why. 
 It's not good. 
 I tried--really hard--to like it. I wanted to like it. During my sporadic reading of the first one hundred awful pages, I continually flipped to the back cover to scan the great blurbs from Junot Diaz (who I think really is a talented writer!), The New Yorker, The Chicago Tribune, and more. I kept saying to myself, ""Self, you must be wrong; keep reading and you'll get to the good stuff."" But the good stuff never came. 
 Now, Grossman can write some really nice prose. He's got some lovely metaphors and interesting imagery. But he simply cannot tell a story with any immediacy or importance. The first half of the book (and the only half I'll be reading) summarized any and all conflict and left me thinking, ""okay, when is the story going to start?"" But it never does after 221 pages. It's beyond boring. A ""Beast"" comes to the school and puts the entire college in a state of suspended animation and kills a student; and it gets about three pages. I kept having to go back and re-read lines and paragraphs to make sure that it had actually happened. It ends up feeling just as important as the numerous scenes of students drinking wine, and that's an odd effect. And maybe that's Grossman's point--in adolescence, everything is boring? I don't know. But it's bad storytelling and really frustrating to read. 
 And his characters are wholly, unequivocally unlikable. They're not given enough development--and I'm including the protagonist, Quentin, in this pile of dullards--so they turn out flat and meaningless. I don't get their motivation and at the end of the day, I just don't care. Am I supposed to feel this same ennui that Quentin feels about...everything? Even his magic? I don't know. If so, bravo, Grossman. You've successfully made me not care. 
 And now, we come to the magic. Um, it's magic. Ma. Gic. It should be cool. There should be whole passages, pages, chapters devoted to it. It should be visceral. It should be amazing and awesome. It is none of these things. The book could have taken place at the University of Minnesota and it wouldn't have mattered. More ennui. More boredom. More summary. Although we do get shape-shifting fox sex. Yes, you read that correctly, and it's beyond creepy. Losing your virginity is awkward and weird enough; did Grossman have to make it fox sex? 
 I'm confident that I'm in the minority with my opinions of this book, and I'm okay with that. Maybe I'm too old to appreciate it. Maybe I'm not smart enough or cool enough. I'm okay with that, too. And if you want to make a case for it, be my guest, I'll listen. But I will not be finishing this book. And that decision, after 30 days of waffling and trying, makes me happy.",analysis
"I like what Palahniuk's done with Hell. He creates a landscape--From the Sea of Insects and the Dandruff Desert to the Great Ocean of Wasted Sperm and the Swamp of Partial-birth Abortions--that is rich with human waste of all kinds. But though I liked his wasteland I think he spent too much time developing the imagery of giant black flies swarming over piles of dirty popcorn balls and candy corns and doing the historical research to fill his world with proper demons and the damned, and not enough time developing his main characters. 
 I liked Madison, certainly, but she felt a bit flat and not really believable, and the only other character who showed much of a spark was Archer. The others started out interesting and then didn't have too much to do, so they just kind of hung around as plot forwarders for Maddy's arc. Which, truth be told, felt rushed and more a result of Palahniuk's idea than of her own personality or motivations. 
 And I think that's my main problem with the last couple of Palahniuk's books. Although I always appreciate and enjoy what he does with narrative voice and how he imagines new and wonderful (sometimes wonderfully grotesque and horrific) narrative landscapes--and Damned is no exception--I feel that he has a great idea and writes that idea into a novel as quickly as his little fingers can type. And then, other than some embellishments and edits, it's finished. Now, I don't know if that's really his process, but it's books like this one, Pygmy, and Tell All that give this impression. I wish he'd given me another hundred pages in the middle of this book to really follow Maddy's character change. 
 And (THIS MIGHT BE CONSIDERED A SPOILER), I find it a cop-out to finish your novel with ""To Be Continued..."" Really? Really. 
 So read it because it's Palahniuk and the play on Blume's classic YA novel is fun. Enjoy the Hell he's created and Madison's snarky self. But don't expect too much more than that.",analysis
"This was a terrific read/listen. The story was tight, tense, interesting, and Stephen Kingesque without being a rip-off. I very much liked the main characters and never questioned how they acted and reacted in such a bizarre situation, which is impressive. The narration by John Lee was excellent and exactly what narration should be. It only took about 6 hours to listen to, so I'm imagining that reading it outright would only take one good night. And it'd be worth it to stay up past your bedtime to get it finished.",analysis
"The idea behind redoing traditional fairy tales with a more realistic sensibility is a good one, and the emphasis on the female characters was interesting. ""Feminist"" literature doesn't really do it for me, though, and maybe this ultimately failed for me because it felt so much like it was trying so hard to be this type of work. The writing was on average just okay--quite good in parts but overly metaphoric in most others--the framing of the pieces felt forced, and the character development was too quick resulting in unsympathetic and largely unrelatable protagonists, due probably to the shortness of the pieces. A handful of the tales were really good, but the majority weren't and I think it would have been more successful if Donoghue had taken on fewer tales with more character development. This would have, in addition to making them more interesting, truly redefined the fairy tale genre.",analysis
"** spoiler alert ** 
 First, an important note about the audiobook: I knew I was in a bit of trouble when the starting credits announced that the book was ""performed"" (not ""narrated,"" not ""read"") by Fred Berman. And true to the ""performance,"" Berman was frequently a bit of a ham. It made some of Hill's cheesier dialogue even cheesier. But I got used to rolling my eyes and by the end of it I was okay with the reading. 
 Now, I'd had this on my to-read shelf for a bit but inched it up once I found out from the Neil Gaiman interview with Stephen King (a really nice interview) that Hill is King's son. I think that even if I'd not known that I would have noticed the similarities in their styles, especially the way both writers overuse pop culture references (mostly musical) and the aforementioned cheesy dialogue. But I can't say that I didn't enjoy it, and don't get me wrong, I'm a huge fan of King. But he's not a perfect writer and neither is his son. But Hill has written a supernatural mystery crossed with a revenge story, and both are pretty successful. 
 My biggest beef is with the reason Lee Tourneau is impervious to Ig's horns at the start. The reason Hill gives is that Merrin's cross, which eventually becomes something Ig, himself, uses to hide his horns from others, has a kind of magic. But it would have been so much more interesting if Hill had gone with the more simple, logical, and real explanation: Lee doesn't react to the horns because Lee has no guilt. He's a textbook sociopath, free of a conscience. The devil's horns can't elicit something that is simply nonexistent. I think that in this setting and in this story a sociopath makes a really interesting character (and one I'd have liked explored just a bit further). But Hill didn't use the sociopathy for its obvious implications, and that disappointed me. 
 I also could have done without the ""treehouse of the mind."" It felt a bit unnecessary, needlessly complicated. But Hill's take on and exploration of the devil and evil is original and interesting, so I was okay with some of my minor issues.",analysis
"This is a lovely children's book, and I'll probably buy a physical copy to re-read it. And all of the kids I know are getting a copy, too. Gaiman certainly doesn't shy away from the idea of violence and death, but he deals with it so poetically that it's completely appropriate. It's a book about growing up, about family, about love, and about loss. He's able to take important themes and write about them using well developed and interesting characters. The diction and style is age-appropriate but never, ever dumbed down or pandering. And Gaiman reads this himself, doing a wonderful job--his voice is soothing and pleasant to listen to, and he has a terrific grasp of character voice inflection (of the utmost importance for audiobooks). He had my crying at the end while I sat in the parking lot of school (a total ""driveway moment"") before I had to go in for a faculty workshop. Thanks a lot, Neil.",analysis
"I'm so glad I stuck with this book. About fifty pages in, I was ready to give it up; Angie W., who recommended it and lent me her copy, felt I should stick with it. She was right that the first pages make it feel as though you've jumped into a sequel without much of an explanation of who the characters are and what sort of a world they're living in. But once Moon's case started (or, rather, once he was interested enough to start trying to solve it), that didn't much matter--in fact, it actually enhanced the overall odd feel of the book. I'm still unsure whether or not I understood the book in its entirety, and I'm still thinking about it. It's a fun, fantastical ""mystery"" full of oddball characters: a bearded lady, a time-traveling ugly man who may or may not have founded London, two assassins dressed like overgrown prep-school drop-outs, a human fly, and, of course, the titular side kick, the Somnambulist. Curious. That's a good word for it. Curious.",analysis
"I miss Harry Potter. And Ron, Hermione, Dumbledore, Hagrid, Neville, Neville's grandmother, and even Snape. After reading through all seven in a few months (I know it's taken people mere days to get through all seven books), I miss them. I'm seriously considering starting the series all over again. I now totally get the obsession. It's an investment and even though they're not the greatest books of all time, all of those characters become part of your literary family. And it's really sad to see their story finished. I think I'll give it a few months and pick them up again.",reaction
"** spoiler alert ** 
 This was a terrific installment in the series, and I'm worried because the next one is the last. And it doesn't take place at Hogwarts. And Dumbledore is dead. And Harry broke up with Ginny. And Ron and Hermione haven't snogged yet, but they had damn well better, and soon. It was a terribly emotional book, and a really enjoyable one. They grow up so fast, don't they? Rowling did another great job of capturing the sentiment of youth, confusion, and teenage infatuation. I won't start the last book until tomorrow, but I'll add it tomorrow night after work.",analysis
"Harry is such a perfect teenager in this book! He's whiny and self-important, snapping at everyone else, and thinking that 'no one understands meeeeeeeee!"" Jeesh. So at times it was difficult to read because of the wanting to smack him upside the head, but that's really quite a testament to Rowling's knowledge of her own characters and her understanding of how people (especially adolescents) can change. 
 Another reason this was a difficult read was that I don't like change. And there's change all over this book. Yes, it starts on Pivet Drive and all that, but Hagrid is missing from a huge portion of the book, and then he's secretive with Harry, Ron and 'Hermy' for the rest. Dumbledore is ousted as headmaster for a while, Harry gets kissed by Cho, and Cho is all crying all over the place. It's awkward and difficult and horrifying. Just like a teenager's life should be.",analysis
"This is my favorite so far of the four, but my friend Angie told me that five is her personal favorite and I've just started reading it, so I might change my mind. The action and drama is terrific without being too much. I'm really enjoying seeing the kids grow up and act their age (whiney though it may sometimes be), and I'm so happy that I decided to give the series another shot and finish it up.",reaction
"If I could give this an extra half star, I would. 
 I read this and the second book when they first came out, but that was going on ten years now (whoa) and I didn't really remember them. Because of the attention the latest film adaptation is getting, I've decided to read through the series (it might take me a while since I'm waiting for used copies and school starts in 2 weeks...) and I'm really looking forward to it, especially after finishing this one. I found that I enjoyed it more than I did the first time--I'm not sure why, but the further chronological distance from my own time at school might have something to do with it. The whimsey is terrific, and I just love hearing about all of the candy. My husband and I watched the movie last night (which I'd never seen) and I loved inwardly comparing the two (I tried not to say too much aloud, though, since those ""in the book they did it this way..."" people drive me noodles). 
 I started #2 last night and should be finished with it soon.",analysis
"This is one fine vampire novel. But it's so much more than that because of the way Lindqvist treats his characters and the way he navigates the narrative. Although there are two central protagonists--Oskar and Eli (and one could make an argument for Hakan as a third)--Lindqvist treats the baker's dozen or so minor characters (and the dozen or so more really minor characters) with just as much care. There are no bad guys; there are no throwaway characters. There are angry children from broken homes trying to hold on to some particle of a remembered happiness, even if it's only a secondhand remembrance; there are boys trying to navigate school and the castes that come with any lunchroom, classroom, field-trip, or after school activity; there are lonely adults seeking out like-minded souls in hopes of making their days and nights less isolated; there is even a squirrel looking for a nut who is a minor (very minor) character for about a page. 
 But because of the omniscient narrative Lindqvist uses, the reader gets insight into each and every one of the characters and feels at least at bit of sympathy, and sometimes empathy, for each, even if their actions are unfortunate, mistaken, misunderstood, or just plain despicable. And Lindqvist's ability to create this effect ultimately shows that he is both interested in and has the ability to observe, understand, and explain human behavior. So although this is, technically, a vampire novel, it's a great character study and commentary about adolescence, nostalgia, human nature, suburban living, and the ability to do violence.",analysis
"I've listened to over three hours of this audio book, and I'm at the point where I'm only enjoying it because the narrator, Kate Reading, has a great reading voice. Other than that, I just don't care. There are sort of aliens, souls without bodies, 'seekers,' 'healers,' and other things about which I couldn't give a flying fig. There's the mediocre writing of the Twilight series books without the tension or action. I'm going to abandon this and have absolutely no guilty feeling about it (although I'm slightly irritated b/c I spent two audible credits on it). Tonight on the train, I turned it off and opted to listen to my stand-by David Sedaris, Live at Carnegie Hall, even though I've listened to it at least five times. But at least Sedaris is reliably entertaining. I've even created an entire shelf inspired by the Meyer book! So, read it at your own peril. Or, simply at your own guaranteed boredom.",analysis
"** spoiler alert ** 
 This final book in the series, though without the dose of climactic action of the others, was quite satisfying by the end. It took me much longer than the others to read, and I think it's because of the lack of action. The tension, though, wasn't lacking, and the end of this installment certainly left a wide open possibility for the next book. I'll just be happy to read about the imminent love affair between Nessie and Jacob. I can't wait!",analysis
"** spoiler alert ** 
 This was a great follow up to the second in the series, and just as tense and page-turny. I loved the vampire-werewolf alliance, and the epilogue was interesting. My literary crush on Jacob Black has grown hugely, and I'm fearful that our heroine won't end up with him. Actually, I'd bet she doesn't, and I've got some ideas about who he'll ""imprint"" upon (if that's the correct usage?). I'm off this afternoon to get the final book in the series, and I've got super high expectations.",analysis
"I really enjoyed this sequel to Twilight--more than the first actually. The absence of Edward's constant perfection was a nice change, and I developed a huge literary crush on Jacob Black. Bella's heartbreak through the first section was easy to identify with as a female reader who lived though many a high school and college crushes herself (not vampire crushes, mind you, but they felt pretty major at the time...). The developing relationship between Jake and Bella was just as tense and enjoyable as the action. I'm on my way this afternoon to buy the third book, and the fourth probably, just to be prepared since I burned through this one in about three days.",analysis
"It's a tense story with an easily relatable heroine and a lush setting. The vampire myth is re-imagined, which keeps it fresh. My only problem with it is that I was more than a little tired by the end of the book (a rather thick book at that) of Edward being described as perfect, angelic, gorgeous, perfect, god-like, perfect, beautiful, and so on and so forth. I know the point had to be driven home, but it was almost exhausting.",analysis
"It's a fun, quick read, reminiscent of Tom Robbins (which I think is a common comparison made), though the dialogue is a little stiff and a bit predictable. I'm sure to read more of Moore, though, and am still listening to 'Fluke' (will hopefully finish it over the new year when we drive up to Wisconsin!).",analysis
"Totally fun, funny, sweet, and sad (in a silly way). I've already started Fluke and know that I'm going to be a big, big fan of Moore. He's whimsical and funny like Tom Robbins, but can really ramp up the tension for bits of thriller popped in among the hell-hounds and squirrel people. Read it and you'll know exactly what I mean.",analysis
"I adore this story. I love stories that take place on submarines, so this is right up my alley. It's also an honest-to-goodness adventure and a helluva lot of fun to read.",reaction
"This is the only translation that should be read, especially by non-scholars. It's so easy to read and allows all of the blood (""wound-slurry"" couldn't BE a better kenning!), monsters, heroics, and hubris to come shining through. Just a perfect epic.",analysis
"T. and I listened to this on the train from Madrid to Barcelona. It's an eerie and excellent short book. It's quiet and creepy. From what I've heard about the most recent film adaptation (and Omega Man, the Charles Heston adaptation), it's neither and makes drastic changes to the story (none of which sounded good). It could be made into a good movie, but it's very much in our protagonist's head, so again, it might not.",analysis
"Really one of my favorite books. This is a fairy tale he wrote for his teenage daughter. It's fairy-tale enough for kids, but bloody enough for us fans. Flagg is just eeeeevil. And every once in a while, when I'm doing something alone-ish (like scratching my nose, hitching up my pants...) I wonder if someone's watching through one of the pictures on the wall.",reaction
"This audiobook was read by the same guy who read Under the Banner of Heaven. Although I'd heard him read before, it took me a while to get in tune with his doing multiple characters. Once I got into it, though, I think he did a really nice job. His monotone fit the story of androids, bounty-hunters, and electric animals. In a post World War III Earth, most inhabitants have emigrated to Mars, androids escape from the red planet and run around back on Earth, and because of the radioactive dust, men wear dust-proof cod pieces and animals are ridiculously rare and coveted. It's quite different from Bladerunner (though now that I've finished the book, I want to re-watch the movie), but good in its own way.",analysis
"Classic Sanderson 
 This book was literally nonstop action. Part steampunk, part Indiana Jones, all good fun. Definitely recommend picking up this book.",reaction
"One of my favorite books. Downloaded it on my kindle on one of the rare occasions when I had wifi during my deployment and figured it would be a good book to check out sometime, maybe not read it all the way through depending on how good it was... Man was I wrong. I opened it up one night and started perusing it and just couldn't put it down. The character development was amazing and the plot was kept simple, based on something that is plausible (a man gets revenge on someone/something that has wronged) but set in an amazing futuristic environment. I stayed up all hours of the night and finished it in one reading, despite the fact that I had a mission the next day... Totally worth it.",analysis
I am not a fan of anthologies or short stories but I read this book because it has a psychological angle. The book is a series of stories written by fantasy/science fiction writers all of whom write about mental illness or difference. I liked some of the stories but the book did not hold together for me. I was looking for some thread to connect them and there was none.,analysis
Uneven. Lots of concept. Needed more story. Liked the setting. I guess I lose my romance novelist card because I wanted to tell the heroine to forget love and do what was right for the greater good. There was one good twist I didn't see coming--love it when that happens. Another one I'm glad to have read (listened to).,analysis
"I'm open to trying anything with a mermaid, so when this hit deal-of-the-day, I one-clicked it. It's a bit of a strange book. Simple story, but with unusual elements. Slow to get going, but that didn't bother me as much as it did some people. The narration took a while to become accustomed to, but I ended up enjoying the voice, too. I'd be curious about other books for this author, but I'm not certain I'd be in a big hurry to read or listen to them. The last hour or so didn't completely work for me. And the villain was awful, but not out of the ordinary. Odd book, but I'm glad I listened.",analysis
"This book pits the series off to a great start! So many things to love about this world and these characters. Be warned--once you wander into Blighted Basin, you won't want to leave.",reaction
"The first half of the book was a solid four-star read. The second half really picked up. After the midpoint, I couldn't put the book down (which doesn't often happen to me even with the best books) and when I finished, I was desperate to get my hands on the next book in the series as soon as possible. The author has a perfect grasp of first person voice, the story was compelling, the gothic elements spot-on. I was expecting a different relationship between the main character and the dead and I would have liked to have seen the main character have a better understanding of the rules her father passed down to her. Even so, I highly recommend this book. If you're not a taphophile like me before you read the story, you are in danger of being one upon finishing.",analysis
"Un libro corto que te lo lees en un dia. A la vez resulta divertido si se lo cuentas a un nino. Los personajes, los escenarios y las situaciones me encantaron aunque a ratos se daba vueltas en lo mismo. De cualquier modo lo disfrute.",reaction
Al fin termine de leerlo. Muchas emociones durante toda la lectura. Me deja la nostalgia del pasado y de seguir aprendiendo del presente. Hermoso libro :),reaction
